Location,Fuel_Type,Transmission,Owner_Type,Seats,Price,mlg,age,make,model,mileage_new,engine_new,power_new,KM_Driven
Coimbatore,Diesel,Manual,First,5,5.27,25.8,4,honda,amaze,25.8,1498,98.6,51
Mumbai,Petrol,Manual,First,5,3.95,18.5,5,honda,brio,18.5,1198,86.8,22
Kochi,Petrol,Manual,First,5,3.38,17,10,hyundai,i20,17,1197,80,30
Kolkata,Petrol,Manual,First,5,1.99,16.7,10,honda,jazz,16.7,1198,88.8,45
Coimbatore,Petrol,Manual,First,5,5.84,18.9,3,hyundai,grand,18.9,1197,82,33
Coimbatore,Petrol,Manual,First,5,6.69,19.1,6,maruti,swift,19.1,1197,85.8,57
Mumbai,Petrol,Manual,First,5,3.1,16.47,8,volkswagen,polo,16.47,1198,73.9,41
Jaipur,Petrol,Manual,First,8,1.55,19.7,8,maruti,omni,19.7,796,35,65
Coimbatore,Petrol,Automatic,First,5,6.84,18.9,1,hyundai,grand,18.9,1197,81.86,12
Hyderabad,Petrol,Manual,First,4,1.6,25.4,6,tata,nano,25.4,624,37.5,16
Mumbai,Petrol,Manual,First,5,4.75,16.47,5,volkswagen,polo,16.47,1198,74,22
Chennai,Petrol,Manual,First,5,2.45,22.74,5,maruti,alto,22.74,796,47.3,63
Jaipur,Petrol,Manual,First,5,4.25,18.9,4,hyundai,grand,18.9,1197,82,22
Mumbai,Petrol,Manual,First,5,5.5,18.2,6,chevrolet,sail,,1199,82.4,10
Kolkata,Petrol,Manual,First,5,4,20.85,5,maruti,swift,,1197,83.14,107
Kochi,Petrol,Manual,First,5,4.65,17.57,3,tata,zest,,1193,88.7,48
Hyderabad,Diesel,Manual,First,5,3.9,21.1,7,maruti,ritz,,1248,73.9,85
Jaipur,Petrol,Manual,First,5,5.6,18.9,3,hyundai,grand,,1197,81.86,14
Pune,Diesel,Manual,Third,5,2.25,28.4,8,maruti,dzire,,1248,73.75,150
Pune,Petrol,Manual,Second,5,2,18.9,14,maruti,wagon,,998,67.1,52
Mumbai,Petrol,Manual,First,5,3.5,16.47,9,volkswagen,polo,,1198,73.9,20
Chennai,Petrol,Manual,First,5,3.45,22.5,6,maruti,wagon,,998,67.04,52
Kolkata,Diesel,Manual,First,5,4.5,23.4,7,maruti,swift,,1248,74,43
Bangalore,Petrol,Manual,First,5,5.5,18.9,4,hyundai,grand,,1197,82,51
Mumbai,Diesel,Manual,First,5,3,23.08,7,nissan,micra,,1461,63.1,69
Coimbatore,Petrol,Manual,First,5,6.08,18.9,3,hyundai,grand,,1197,81.86,62
Pune,Petrol,Manual,First,5,2.1,21.1,7,hyundai,eon,,814,55.2,30
Ahmedabad,Petrol,Manual,Second,5,1.4,17.3,16,maruti,wagon,,1061,64,60
Delhi,Diesel,Manual,First,5,4.3,22.9,6,maruti,swift,,1248,74,50
Kochi,Diesel,Manual,First,7,6.91,20.77,5,maruti,ertiga,,1248,88.76,58
Jaipur,Diesel,Manual,Second,5,4,19.3,10,maruti,swift,,1248,73.9,130
Hyderabad,Diesel,Manual,First,5,3.65,23.2,9,maruti,ritz,,1248,73.94,79
Kochi,Petrol,Manual,First,5,4.51,19.4,5,honda,brio,,1198,86.8,49
Coimbatore,Diesel,Manual,First,5,3.7,21.02,6,tata,manza,,1248,88.8,54
Delhi,Petrol,Manual,First,5,4.15,18.6,5,maruti,swift,,1197,85.8,62
Mumbai,Petrol,Manual,First,5,4.25,18,3,honda,amaze,,1198,86.7,32
Chennai,Petrol,Manual,Third,5,0.8,13.8,18,ford,ikon,,1299,70,65
Hyderabad,Petrol,Manual,First,5,2.25,19,12,maruti,a-star,,998,66.1,51
Kolkata,Diesel,Manual,First,7,4.85,14.07,4,tata,sumo,,1948,83.1,46
Chennai,Diesel,Manual,Second,5,2.5,23.19,8,nissan,micra,,1461,63.12,93
Pune,Petrol,Manual,First,4,0.5,16.1,17,maruti,800,,796,37,52
Delhi,Diesel,Manual,First,5,4.5,21.5,6,maruti,sx4,,1248,88.8,90
Bangalore,Petrol,Automatic,First,5,4.75,15,7,hyundai,i20,,1396,98.6,72
Pune,Diesel,Manual,First,5,4.65,25.8,5,honda,amaze,,1498,98.6,110
Ahmedabad,Diesel,Manual,First,5,4.65,28.4,7,maruti,dzire,,1248,73.75,56
Kolkata,Petrol,Manual,First,5,3.15,18.6,7,maruti,swift,18.6,1197,85.8,60
Chennai,Diesel,Manual,First,5,4.5,22.9,8,maruti,swift,22.9,1248,74,63
Mumbai,Petrol,Manual,First,5,4.31,20.4,4,maruti,swift,20.4,1197,81.8,29
Kochi,Petrol,Manual,First,5,6.2,18.7,4,honda,jazz,18.7,1199,88.7,25
Kochi,Petrol,Manual,First,5,3.32,16.47,9,volkswagen,polo,16.47,1198,73.9,58
Bangalore,Petrol,Manual,First,5,4.7,16.78,7,toyota,etios,16.78,1496,88.73,132
Kolkata,Petrol,Manual,First,5,7.34,19,2,ford,freestyle,19,1194,94.68,8
Delhi,Petrol,Manual,First,5,6.9,21.4,4,maruti,baleno,21.4,1197,83.1,17
Mumbai,Petrol,Manual,First,5,5.9,18.2,4,honda,jazz,18.2,1199,88.7,31
Ahmedabad,Diesel,Manual,First,5,4.1,25.8,6,honda,amaze,25.8,1498,98.6,81
Jaipur,Diesel,Manual,First,5,5.25,23.4,6,maruti,swift,23.4,1248,74,75
Kolkata,Diesel,Manual,Second,5,1.2,22.3,8,tata,indica,22.3,1248,74,80
Delhi,Diesel,Manual,First,5,4.45,25.8,5,honda,amaze,25.8,1498,98.6,58
Kochi,Diesel,Manual,First,5,4.38,23.2,5,maruti,ritz,23.2,1248,73.94,57
Kochi,Diesel,Manual,First,5,7.9,28.09,4,maruti,ciaz,28.09,1248,88.5,40
Coimbatore,Petrol,Automatic,First,5,7.29,21.4,2,maruti,baleno,21.4,1197,83.1,34
Hyderabad,Diesel,Manual,First,5,6,23.5,8,ford,fiesta,23.5,1498,88.7,45
Jaipur,Petrol,Manual,First,5,1.5,19.7,11,maruti,alto,19.7,796,46.3,63
Coimbatore,Petrol,Manual,First,5,3.32,17.92,8,hyundai,santro,17.92,1086,62.1,43
Kochi,Diesel,Manual,First,5,4.94,22.9,5,maruti,swift,22.9,1248,74,46
Hyderabad,Petrol,Manual,First,5,3.4,25.17,4,renault,kwid,25.17,799,53.3,48
Kochi,Diesel,Manual,First,5,4.17,22.9,7,maruti,swift,22.9,1248,74,56
Hyderabad,Petrol,Manual,Second,5,1.25,17.3,15,maruti,zen,17.3,993,60,84
Mumbai,Petrol,Automatic,First,5,5.45,18.9,4,hyundai,grand,18.9,1197,82,9
Jaipur,Diesel,Manual,First,5,2.59,21.12,8,tata,manza,21.12,1248,88.8,79
Delhi,Petrol,Manual,Second,5,2.45,17.5,10,maruti,swift,17.5,1197,85.8,72
Pune,Petrol,Manual,Second,5,1.8,18.6,9,chevrolet,beat,18.6,1199,79.4,48
Mumbai,Petrol,Manual,First,5,4.9,18.7,5,honda,jazz,18.7,1199,88.7,31
Jaipur,Petrol,Manual,First,5,2.25,18.06,10,nissan,micra,18.06,1198,75,75
Coimbatore,Petrol,Automatic,First,5,8.89,19.12,3,maruti,ciaz,19.12,1373,91.1,51
Kolkata,Diesel,Manual,First,5,5.65,26.1,2,ford,aspire,26.1,1498,99,17
Jaipur,Diesel,Manual,First,7,7,20.77,6,maruti,ertiga,20.77,1248,88.8,57
Hyderabad,Petrol,Manual,First,5,2.95,22.74,4,maruti,alto,22.74,796,47.3,9
Chennai,Petrol,Manual,First,5,3.3,19.4,7,honda,brio,19.4,1198,86.8,53
Jaipur,Petrol,Manual,First,5,2.3,12.8,13,honda,city,12.8,1493,100,75
Delhi,Diesel,Manual,First,5,3.1,23.59,7,toyota,etios,23.59,1364,67.06,64
Chennai,Petrol,Manual,First,5,6.75,18.7,3,honda,jazz,18.7,1199,88.7,11
Kochi,Diesel,Manual,First,7,8.87,18.49,3,mahindra,tuv,18.49,1493,100,57
Pune,Diesel,Manual,First,7,4.5,20.77,8,maruti,ertiga,20.77,1248,88.76,168
Hyderabad,Diesel,Manual,First,7,8.75,20.77,4,maruti,ertiga,20.77,1248,88.8,85
Kolkata,Petrol,Manual,First,5,2.21,20.36,9,hyundai,i10,20.36,1197,78.9,35
Jaipur,Petrol,Manual,First,5,1.6,16.8,8,maruti,omni,16.8,796,34.2,126
Delhi,Petrol,Automatic,First,5,6.25,15.5,4,honda,amaze,15.5,1198,86.7,19
Ahmedabad,Diesel,Manual,First,5,6.25,28.09,5,maruti,ciaz,28.09,1248,88.5,52
Delhi,Diesel,Manual,First,5,5.1,22.7,7,ford,ecosport,22.7,1498,89.84,65
Hyderabad,Diesel,Manual,First,5,5.7,24,4,hyundai,grand,24,1120,70,75
Kochi,Diesel,Manual,First,5,2.4,25.44,8,chevrolet,beat,25.44,936,56.3,42
Mumbai,Diesel,Manual,First,7,3.49,17.21,7,mahindra,quanto,17.21,1493,100,35
Hyderabad,Petrol,Automatic,First,5,4,19.2,9,hyundai,i10,19.2,1197,80,54
Delhi,Diesel,Manual,First,5,3.85,23.59,7,toyota,etios,23.59,1364,67.04,84
Jaipur,Petrol,Manual,Second,5,3,20.36,7,hyundai,i10,,1197,78.9,75
Kochi,Petrol,Manual,First,5,6.7,18.16,2,ford,figo,,1196,86.8,24
Coimbatore,Petrol,Manual,First,5,6.14,18.5,4,maruti,ritz,,1197,85.8,22
Bangalore,Petrol,Automatic,Second,5,4.4,15,8,hyundai,i20,,1396,98.6,58
Pune,Diesel,Manual,First,5,4.25,26.59,3,maruti,swift,,1248,74,57
Kochi,Petrol,Manual,First,5,4.45,20.3,3,hyundai,eon,,998,68.05,30
Kolkata,Diesel,Manual,First,5,2.4,21.9,9,hyundai,i20,,1396,90,38
Coimbatore,Petrol,Automatic,First,5,6.93,18.5,3,maruti,swift,,1197,83.14,46
Ahmedabad,Diesel,Manual,First,5,4.25,21.9,6,hyundai,i20,,1396,90,64
Chennai,Petrol,Manual,First,5,4.9,18.9,5,hyundai,grand,,1197,82,15
Mumbai,Diesel,Manual,First,5,4.5,23,6,hyundai,i20,,1396,90,32
Jaipur,Petrol,Manual,First,5,3,25.17,4,renault,kwid,,799,53.3,12
Chennai,Petrol,Automatic,First,5,5.8,16.9,5,hyundai,xcent,,1197,82,59
Chennai,Petrol,Automatic,First,5,3.5,23.1,5,maruti,celerio,,998,67.04,55
Pune,Petrol,Manual,First,5,2,18.9,10,maruti,wagon,,998,67.1,71
Chennai,Diesel,Manual,First,5,4,21.9,8,hyundai,i20,,1396,88.8,70
Ahmedabad,Petrol,Manual,First,5,3.75,20.36,6,hyundai,i10,,1197,78.9,51
Mumbai,Diesel,Manual,First,5,6.15,26,6,honda,city,,1498,98.6,25
Pune,Petrol,Manual,First,5,2.4,20.92,8,maruti,alto,,998,67.1,12
Pune,Diesel,Manual,Fourth & Above,5,2.15,17.8,11,maruti,swift,,1248,75,80
Kolkata,Petrol,Manual,First,5,3.75,18.9,4,hyundai,grand,,1197,82,21
Mumbai,Petrol,Manual,Second,5,2.15,15.6,9,ford,figo,,1196,70,32
Bangalore,Petrol,Manual,First,5,4.75,18.9,5,hyundai,grand,,1197,81.86,50
Ahmedabad,Diesel,Manual,First,5,4.35,25.8,6,honda,amaze,,1498,98.6,61
Kochi,Petrol,Manual,First,5,4.27,19.81,3,hyundai,i10,19.81,1086,68.05,42
Jaipur,Diesel,Manual,Second,5,4.25,20.45,8,renault,duster,20.45,1461,83.8,97
Kochi,Diesel,Manual,First,5,8.61,24.3,3,maruti,vitara,24.3,1248,88.5,35
Coimbatore,Diesel,Manual,First,5,9.25,23,2,ford,ecosport,23,1498,98.96,32
Coimbatore,Petrol,Manual,First,5,7.53,16.47,2,volkswagen,polo,16.47,1198,74,22
Chennai,Petrol,Automatic,First,5,4.15,16.5,8,honda,brio,16.5,1198,86.8,31
Coimbatore,Petrol,Manual,First,5,5.84,18.16,3,ford,figo,18.16,1196,86.8,30
Pune,Petrol,Manual,First,5,3.55,20.36,7,hyundai,i10,20.36,1197,78.9,45
Hyderabad,Petrol,Manual,First,5,8.9,18.6,2,hyundai,i20,18.6,1197,81.83,11
Hyderabad,Diesel,Manual,Second,5,2.5,16.4,14,skoda,octavia,16.4,1896,90,121
Mumbai,Petrol,Manual,Second,5,1.8,15.3,15,hyundai,getz,15.3,1341,61,90
Chennai,Diesel,Manual,First,5,2.25,20,10,ford,figo,20,1399,68,78
Mumbai,Petrol,Manual,First,5,4.35,16.47,5,volkswagen,polo,16.47,1198,74,27
Hyderabad,Diesel,Manual,First,5,4.99,23,8,hyundai,i20,23,1396,90,42
Coimbatore,Petrol,Automatic,First,5,9.15,19,2,honda,jazz,19,1199,88.7,12
Mumbai,Petrol,Automatic,First,5,3.65,17.97,7,renault,scala,17.97,1498,99.6,7
Pune,Petrol,Manual,First,5,3.11,22.74,3,maruti,alto,22.74,796,47.3,38
Kochi,Petrol,Manual,First,5,4.57,17.6,7,toyota,etios,17.6,1496,88.73,56
Mumbai,Petrol,Manual,First,5,5.32,17,6,hyundai,i20,17,1197,80,17
Hyderabad,Petrol,Manual,First,5,3.2,20.36,8,hyundai,i10,20.36,1197,78.9,53
Kochi,Diesel,Manual,First,5,5.63,25.2,4,maruti,swift,25.2,1248,74,67
Hyderabad,Petrol,Manual,First,5,3,21.1,5,hyundai,eon,21.1,814,55.2,19
Delhi,Diesel,Manual,First,5,1.2,23.57,9,tata,indigo,23.57,1396,70,80
Delhi,Petrol,Manual,First,5,2.15,22.74,5,maruti,alto,22.74,796,47.3,61
Pune,Diesel,Manual,First,5,3.05,22.07,10,volkswagen,polo,22.07,1199,73.9,39
Hyderabad,Petrol,Manual,First,5,2.3,17.92,12,hyundai,santro,17.92,1086,62.1,80
Kolkata,Petrol,Manual,First,5,4.95,20.4,4,maruti,swift,20.4,1197,81.8,34
Hyderabad,Diesel,Manual,First,5,4.75,21.64,7,renault,scala,21.64,1461,84.8,130
Coimbatore,Diesel,Manual,First,5,10.15,24.3,2,maruti,vitara,24.3,1248,88.5,52
Kolkata,Petrol,Manual,First,5,2.65,18.06,9,nissan,micra,18.06,1198,75,44
Hyderabad,Diesel,Manual,First,5,3.8,20,5,ford,figo,20,1399,68.05,84
Chennai,Petrol,Manual,Second,5,3.75,17.71,9,toyota,etios,17.71,1197,78.9,42
Jaipur,Diesel,Manual,Third,5,4.11,21.27,7,hyundai,i20,21.27,1396,88.76,129
Chennai,Petrol,Manual,Second,5,4.25,18.16,5,ford,figo,18.16,1196,86.8,32
Jaipur,Petrol,Manual,First,5,0.9,15.26,13,chevrolet,aveo,15.26,1150,74.9,140
Hyderabad,Petrol,Manual,First,5,1.85,15.3,14,hyundai,getz,15.3,1341,83,63
Kolkata,Diesel,Manual,First,5,3.25,25.8,7,honda,amaze,25.8,1498,98.6,39
Coimbatore,Diesel,Manual,First,5,7.34,22.7,6,ford,ecosport,22.7,1498,89.84,70
Kolkata,Diesel,Manual,First,5,4.25,20.14,5,volkswagen,crosspolo,20.14,1498,88.5,26
Delhi,Petrol,Manual,First,5,6.45,18.6,4,hyundai,elite,18.6,1197,81.86,13
Jaipur,Petrol,Manual,Second,5,0.99,17.3,15,maruti,wagon,17.3,1061,64,115
Jaipur,Petrol,Manual,First,5,6.1,18.6,4,hyundai,elite,18.6,1197,81.86,30
Ahmedabad,Petrol,Manual,First,5,8.25,17.5,3,honda,wrv,17.5,1199,88.7,32
Bangalore,Petrol,Manual,First,5,4.65,16.47,7,volkswagen,polo,16.47,1198,73.9,74
Bangalore,Petrol,Manual,First,5,4.4,18.9,6,hyundai,grand,18.9,1197,81.86,61
Kolkata,Petrol,Manual,First,5,3.99,19.1,6,maruti,swift,19.1,1197,85.8,33
Kochi,Diesel,Manual,First,5,5.27,22.7,6,ford,ecosport,22.7,1498,89.84,71
Ahmedabad,Diesel,Manual,First,5,7.25,26,4,honda,city,26,1498,98.6,67
Chennai,Diesel,Manual,Second,5,1.6,17,12,tata,indigo,17,1405,70,99
Chennai,Petrol,Manual,First,5,3,20.36,10,hyundai,i10,20.36,1197,78.9,26
Mumbai,Petrol,Manual,First,5,4.95,18.7,5,honda,jazz,18.7,1199,88.7,27
Hyderabad,Diesel,Manual,First,5,8.99,23.65,4,maruti,sx4,23.65,1248,88.5,82
Coimbatore,Petrol,Manual,First,5,6.16,16.47,4,volkswagen,polo,16.47,1198,73.9,26
Hyderabad,Diesel,Manual,First,5,3.5,21.1,10,maruti,ritz,21.1,1248,73.9,110
Jaipur,Petrol,Manual,First,5,4.5,19.5,6,honda,amaze,19.5,1199,88.76,69
Hyderabad,Petrol,Manual,First,5,7.75,18.6,3,hyundai,i20,18.6,1197,81.83,12
Hyderabad,Diesel,Manual,First,5,6.6,20.45,6,renault,duster,20.45,1461,83.8,77
Kochi,Petrol,Manual,First,5,4.98,18.9,6,hyundai,grand,18.9,1197,82,48
Mumbai,Diesel,Manual,First,5,5.55,22.7,6,ford,ecosport,22.7,1498,89.84,69
Hyderabad,Petrol,Manual,First,5,1.8,14.49,12,chevrolet,aveo,14.49,1399,92.7,55
Hyderabad,Petrol,Manual,First,5,6.25,16.2,3,volkswagen,polo,16.2,1199,74,18
Hyderabad,Diesel,Manual,Second,7,6.8,14.95,5,mahindra,xylo,14.95,2489,93.7,129
Hyderabad,Petrol,Automatic,First,5,3,19.2,11,hyundai,i10,19.2,1197,80,50
Coimbatore,Petrol,Manual,First,5,5.5,18.9,6,hyundai,grand,18.9,1197,81.86,33
Mumbai,Petrol,Manual,First,5,5.65,18.6,5,hyundai,i20,18.6,1197,81.83,25
Ahmedabad,Diesel,Manual,First,8,3.25,18.2,7,chevrolet,enjoy,18.2,1248,73.8,71
Jaipur,Diesel,Manual,First,5,1.55,25.44,7,chevrolet,beat,25.44,936,57.6,98
Coimbatore,Petrol,Manual,First,5,6.72,18.6,4,hyundai,i20,18.6,1197,81.83,44
Hyderabad,Diesel,Manual,First,7,3.8,17.21,8,mahindra,quanto,17.21,1493,100,90
Pune,Petrol,Manual,First,5,2.3,18.9,10,maruti,wagon,18.9,998,67.1,91
Jaipur,Diesel,Manual,First,7,8.7,24.52,4,maruti,ertiga,24.52,1248,88.5,50
Delhi,Diesel,Manual,First,5,4.95,24.4,5,hyundai,xcent,24.4,1120,71.01,58
Jaipur,Diesel,Manual,First,5,4.25,22.9,8,maruti,swift,22.9,1248,74,80
Pune,Diesel,Manual,Second,5,6,22.54,5,hyundai,i20,22.54,1396,88.73,54
Hyderabad,Petrol,Manual,First,6,4.1,18.15,4,mahindra,kuv,18.15,1198,82,24
Kolkata,Petrol,Manual,First,5,2.01,24.7,7,maruti,alto,24.7,796,47.3,24
Hyderabad,Petrol,Manual,First,5,2.6,15.7,10,fiat,punto,15.7,1172,67,59
Kolkata,Petrol,Manual,First,5,2.35,18.9,8,maruti,wagon,18.9,998,67.1,40
Chennai,Petrol,Manual,First,5,2.9,19.4,7,honda,brio,19.4,1198,86.8,42
Coimbatore,Diesel,Manual,Second,5,9.18,22.54,3,hyundai,i20,22.54,1396,88.73,24
Kochi,Petrol,Manual,First,5,5.53,17.8,3,honda,amaze,17.8,1198,86.7,61
Chennai,Petrol,Manual,First,6,3.75,18.15,4,mahindra,kuv,18.15,1198,82,13
Bangalore,Petrol,Manual,Second,5,5.25,16.47,6,volkswagen,polo,16.47,1198,74,30
Jaipur,Diesel,Manual,First,5,5.1,28.4,5,maruti,swift,28.4,1248,74,63
Delhi,Diesel,Manual,First,5,3.5,25.8,6,honda,amaze,25.8,1498,98.6,66
Hyderabad,Diesel,Manual,First,5,5.55,23.5,8,hyundai,verna,23.5,1396,88.7,93
Ahmedabad,Petrol,Manual,First,5,3.91,18.6,8,maruti,swift,18.6,1197,85.8,48
Chennai,Petrol,Manual,First,5,2.19,18.6,10,chevrolet,beat,18.6,1199,79.4,66
Coimbatore,Petrol,Automatic,First,5,6.89,18.9,3,hyundai,grand,18.9,1197,82,27
Coimbatore,Petrol,Manual,Second,5,3.47,15.6,9,ford,figo,15.6,1196,70,51
Pune,Petrol,Manual,First,5,2.85,16.1,10,maruti,swift,16.1,1298,88.2,75
Hyderabad,Petrol,Manual,First,5,6.3,18.2,5,honda,jazz,18.2,1199,88.7,37
Chennai,Diesel,Manual,First,5,4.75,20.14,6,volkswagen,polo,20.14,1498,88.8,70
Hyderabad,Diesel,Manual,First,5,5.8,19.87,7,nissan,terrano,19.87,1461,83.14,65
Kochi,Petrol,Manual,First,5,4.65,18.5,6,hyundai,i20,18.5,1197,82.9,44
Kolkata,Petrol,Manual,First,7,3.25,19.44,4,datsun,go,19.44,1198,67,12
Mumbai,Petrol,Automatic,First,5,4.45,15.5,6,honda,amaze,15.5,1198,86.7,39
Pune,Diesel,Manual,First,5,12,25.6,3,honda,city,25.6,1498,98.6,42
Chennai,Petrol,Manual,First,5,0.8,14.4,12,tata,indigo,14.4,1396,65,73
Chennai,Diesel,Manual,First,5,5.95,24,2,hyundai,grand,24,1186,73.97,48
Delhi,Diesel,Manual,First,5,3.47,20,6,ford,figo,20,1399,68.05,66
Delhi,Petrol,Manual,First,5,3.1,16.47,8,volkswagen,polo,16.47,1198,73.9,52
Hyderabad,Diesel,Manual,First,5,7.99,23.65,5,maruti,s,23.65,1248,88.5,61
Bangalore,Diesel,Manual,First,7,8.75,20.77,5,maruti,ertiga,20.77,1248,88.8,74
Hyderabad,Petrol,Automatic,First,5,4.19,19.2,7,hyundai,i10,19.2,1197,80,89
Jaipur,Petrol,Manual,Second,5,2.11,16.9,14,honda,city,16.9,1497,100,95
Jaipur,Petrol,Manual,First,6,6.25,18.15,2,mahindra,kuv,18.15,1198,82,15
Coimbatore,Diesel,Manual,First,5,4.45,20,7,ford,figo,20,1399,68.05,65
Hyderabad,Petrol,Manual,First,5,1.75,15.26,13,chevrolet,aveo,,1150,74.9,33
Hyderabad,Diesel,Manual,First,5,5.1,25.83,4,ford,figo,,1498,99,71
Kolkata,Petrol,Automatic,First,5,5.74,21.4,4,maruti,baleno,,1197,83.1,20
Hyderabad,Petrol,Manual,First,5,3.3,16.1,10,maruti,swift,,1197,85,71
Chennai,Diesel,Automatic,First,5,8.9,28.4,3,maruti,dzire,,1248,73.75,19
Jaipur,Petrol,Manual,First,5,1.8,21.1,7,hyundai,eon,,814,55.2,70
Delhi,Diesel,Manual,First,7,5.99,20.77,6,maruti,ertiga,,1248,88.76,54
Kochi,Petrol,Manual,First,5,4.94,18,5,honda,amaze,,1198,86.7,51
Jaipur,Petrol,Manual,Third,5,1.5,16.6,13,ford,fiesta,,1388,68,125
Delhi,Diesel,Manual,First,7,6.5,20.77,6,maruti,ertiga,,1248,88.8,22
Delhi,Diesel,Manual,First,5,3.71,24,7,hyundai,grand,,1120,70,63
Pune,Petrol,Manual,First,5,5,20.14,2,hyundai,xcent,,1197,81.86,31
Ahmedabad,Petrol,Manual,First,5,1.99,19.81,12,hyundai,i10,,1086,68.05,60
Mumbai,Petrol,Manual,First,5,4.25,18,3,honda,amaze,,1198,86.7,32
Mumbai,Petrol,Manual,First,5,2.95,20.36,9,hyundai,i10,,1197,78.9,9
Pune,Petrol,Manual,First,5,3.5,25.17,2,renault,kwid,,799,53.3,5
Jaipur,Petrol,Manual,First,5,2.75,22.74,5,maruti,alto,,796,47.3,50
Pune,Petrol,Manual,First,5,2.7,16.2,9,volkswagen,polo,,1199,74,36
Mumbai,Diesel,Manual,First,5,9.9,21.38,3,hyundai,creta,,1396,88.7,35
Kolkata,Diesel,Manual,First,5,3.96,23.4,6,maruti,swift,,1248,74,38
Chennai,Diesel,Manual,First,7,8.25,20.77,5,maruti,ertiga,20.77,1248,88.8,40
Coimbatore,Petrol,Manual,First,5,7.58,18.6,2,hyundai,i20,18.6,1197,81.83,20
Hyderabad,Diesel,Manual,First,5,3.99,24,6,hyundai,grand,24,1120,70,73
Hyderabad,Petrol,Manual,First,5,1.75,19.7,13,maruti,alto,19.7,796,46.3,52
Kolkata,Diesel,Manual,First,5,4.1,24.8,8,hyundai,verna,24.8,1396,88.7,38
Coimbatore,Diesel,Manual,First,5,3.56,20,5,ford,figo,20,1399,68,92
Hyderabad,Diesel,Manual,First,5,9.5,22.7,3,ford,ecosport,22.7,1498,89.84,32
Hyderabad,Diesel,Manual,First,5,5.1,25.83,4,ford,figo,25.83,1498,99,100
Jaipur,Diesel,Manual,First,5,1.6,13.8,10,ford,ikon,13.8,1399,68,135
Pune,Petrol,Automatic,First,5,3.85,15,8,hyundai,i20,15,1396,98.6,56
Bangalore,Petrol,Manual,First,5,3.5,25.17,4,renault,kwid,25.17,799,53.3,20
Chennai,Petrol,Manual,Third,5,1.1,18,12,chevrolet,spark,18,995,62,62
Hyderabad,Diesel,Manual,First,5,7.95,26.59,5,maruti,swift,26.59,1248,74,62
Jaipur,Diesel,Manual,First,5,5.49,25.4,3,hyundai,xcent,25.4,1186,73.97,60
Mumbai,Petrol,Automatic,First,5,6.95,19,3,honda,jazz,19,1199,88.7,17
Chennai,Diesel,Manual,Second,5,4.45,17.8,7,ford,fiesta,17.8,1399,67,123
Kolkata,Diesel,Manual,First,5,6.99,25.1,4,maruti,s-cross,25.1,1248,88.5,45
Kochi,Petrol,Automatic,First,5,7.54,21.4,2,maruti,baleno,21.4,1197,83.1,25
Bangalore,Diesel,Manual,First,5,3.65,23.2,4,maruti,ritz,23.2,1248,73.94,120
Kolkata,Petrol,Manual,First,5,1.4,16.2,8,chevrolet,spark,16.2,995,62.1,11
Mumbai,Petrol,Manual,First,5,6.45,18.6,3,hyundai,i20,18.6,1197,81.83,3
Hyderabad,Diesel,Manual,First,5,4.4,24.4,4,hyundai,xcent,24.4,1120,71,106
Delhi,Petrol,Automatic,First,5,5.95,19,5,honda,jazz,19,1199,88.7,27
Ahmedabad,Petrol,Manual,First,5,3.9,19.4,7,honda,brio,19.4,1198,86.8,11
Pune,Diesel,Manual,First,5,4.5,24.4,3,hyundai,xcent,24.4,1120,71,73
Pune,Diesel,Manual,First,5,7.5,22.7,5,ford,ecosport,22.7,1498,89.84,55
Coimbatore,Petrol,Automatic,First,4,3.41,21.9,3,tata,nano,21.9,624,37.48,18
Pune,Petrol,Manual,Second,5,3.25,19.4,7,honda,brio,19.4,1198,86.8,45
Hyderabad,Diesel,Manual,First,7,8.3,24.52,4,maruti,ertiga,24.52,1248,88.5,112
Bangalore,Petrol,Manual,First,5,3.45,20.36,10,hyundai,i10,20.36,1197,78.9,29
Coimbatore,Petrol,Manual,First,7,4.3,15.1,4,maruti,eeco,15.1,1196,73,42
Ahmedabad,Diesel,Manual,First,5,3.9,22.9,8,maruti,swift,22.9,1248,74,65
Pune,Petrol,Automatic,First,5,6.41,21.4,4,maruti,baleno,21.4,1197,83.1,27
Chennai,Petrol,Manual,First,5,3.85,19.1,6,hyundai,xcent,19.1,1197,82,51
Hyderabad,Diesel,Manual,First,5,5.7,20.14,5,volkswagen,crosspolo,20.14,1498,88.73,80
Kochi,Petrol,Manual,First,5,5.5,20.89,1,maruti,ignis,20.89,1197,81.8,12
Chennai,Diesel,Manual,First,5,5.9,25.2,4,maruti,swift,25.2,1248,74,49
Ahmedabad,Diesel,Manual,First,5,4.75,19.87,6,renault,duster,19.87,1461,83.8,55
Pune,Petrol,Manual,Second,5,4.7,18.9,4,hyundai,grand,18.9,1197,82,13
Pune,Petrol,Manual,Second,5,1.49,16.6,12,ford,fiesta,16.6,1388,68,76
Mumbai,Diesel,Manual,Second,5,4.5,24.4,4,hyundai,xcent,24.4,1120,71,63
Hyderabad,Diesel,Manual,First,5,5.4,25.8,6,honda,amaze,25.8,1498,98.6,74
Hyderabad,Petrol,Automatic,First,5,3.25,16.4,13,honda,city,16.4,1497,78,81
Kochi,Petrol,Manual,First,5,5.84,17,2,volkswagen,ameo,17,1198,73.75,17
